60	22	11	11	16	14	12	10
71	30	15	20	26	15	24	21
11	6	5	5	5	5	3	5
12	6	5	5	6	5	4	5
11	6	4	5	5	5	5	5
14	8	4	5	8	10	5	5
13	6	5	5	5	5	4	5
17	11	8	6	5	5	4	5
35	19	10	16	23	12	18	17
14	6	5	5	5	5	3	5
11	6	5	5	5	7	6	5
46	19	11	15	22	13	15	14
32	17	9	14	22	19	22	20
13	6	5	5	11	12	12	9
13	9	5	5	8	10	9	6
20	14	11	7	13	18	18	10
12	6	5	5	13	16	15	10
13	8	4	5	8	10	9	5
20	12	12	7	5	5	6	6
11	6	5	5	5	5	3	5
17	12	9	6	10	13	14	9
40	19	9	16	14	14	20	13
53	20	11	13	17	14	15	18
24	15	6	7	8	8	11	6
80	37	14	22	20	18	15	24
12	6	4	4	5	5	3	5
40	17	9	22	13	14	21	12
51	18	9	14	21	17	16	17
19	12	10	8	5	5	4	5
73	33	17	19	19	15	19	19
67	21	11	18	16	11	17	17
11	6	4	5	6	5	6	6
11	6	5	5	5	7	6	5
61	22	11	11	15	14	12	10
57	18	10	9	16	10	8	16
11	6	4	5	5	5	4	5
59	20	11	14	19	11	10	17
11	6	4	4	5	5	3	5
23	6	5	5	5	5	5	5
11	7	5	5	10	10	8	7
61	17	11	16	29	17	20	16
11	6	5	5	5	5	4	5
12	8	5	5	7	9	9	6
13	6	5	5	5	5	4	5
13	6	5	5	5	5	4	5
10	6	4	4	5	5	5	5
72	18	9	14	20	16	15	14
16	7	6	5	5	5	4	5
12	8	4	5	7	9	7	5
18	9	10	6	6	5	6	6
14	8	4	5	8	10	5	5
51	19	11	15	18	15	17	15
13	8	4	5	8	10	9	5
18	13	10	7	12	15	18	10
11	6	5	5	5	5	4	5
11	7	5	5	5	6	5	5
36	17	11	12	22	13	22	21
46	20	12	13	22	12	16	18
11	6	5	5	5	7	6	5
11	7	5	5	5	5	4	5
27	17	8	13	9	10	15	9
11	6	5	5	5	5	3	5
11	6	5	5	5	6	5	5
11	6	5	5	6	7	6	6
40	22	11	12	15	9	20	10
22	13	12	7	5	5	7	6
11	6	4	5	6	5	7	6
10	6	5	5	12	14	12	9
17	11	9	7	7	5	3	5
